Store,email
Hampton Terrace Care Centre for Seniors,info@harmonyhealth-rmt.com
Handley Chiropractic,info@hawkesburytherapy.ca
Happy Family Wellness Clinic - Naturopathic Medicine - Massage Therapy Clinic,info@hawthorneplacecarecentre.ca
Happy Feet Foot Care Centre,info@hcfht.ca
Hawkesbury Therapy,info@hdhospital.ca
Lighthouse Medical Centre,info@healthcareplus.ca
Huron Community Family Health Team,info@healthequity.ca
Brussels Medical Centre,info@healthfirstwellness.com
Emergency Department,info@healthisfreedom.net
Diagnostic Imaging,info@healthix.ca
HealthCare Plus Medical Centre,info@healthonemedicalcentre.com
The Canadian Centre for Refugee and Immigrant Health Care - Community Volunteer Clinic for the Medically Uninsured,info@healthpartnersprofessionals.ca
Health First Wellness Centre,info@healthplex.ca
Bodiworks Institute,info@healthplusclinic.ca
HealthOne Medical Centre,info@healthsensemedical.ca
Health Partners Professionals,info@healthsmartmedical.ca
Health+Plex Medical Centre,info@healthwiseclinic.ca
Health Plus Multispecialty Medical Clinic,info@healthyfeet.net
HealthSense Medical - Walk-In Clinic,info@heartlakechiro.com
HealthSmart Medical Clinic,info@helpinguheal.com
Heartlake Chiropractic and Spinal Decompression Centre,info@heritagemarketpharmacy.com
Rexdale Chiropractic Centre,info@hespelerpharmacy.com
Rexdale Chiropractic Centre,info@hespelerphysio.com
Rexdale Chiropractic Centre,info@hfht.ca
Rexdale Chiropractic Centre,info@hgh.ca
Heritage Market Pharmacy,info@hgseniorcare.ca
Hespeler Pharmacy,info@hhcentre.ca
Hespeler Community Physiotherapy and Rehabilitation Centre,info@hhfht.com
Healthy Heart Centre - Mississauga,Info@highparkmed.ca
Natasha Moshenko,info@hillsviewwalkinclinic.com
Minden Site,info@hkpr.on.ca
High Park Medical Clinic - Walk-in Clinic,info@hmedical.ca
My Care Medical and Walk-in Clinic,info@hollandbloorview.ca
Haliburton Office,info@holytrinitymedical.com
Lindsay Office,info@hopewellpharmacy.ca
Holy Trinity Pharmacy,info@hoteldieushaver.org
Hopewell Clinic,info@howdenmedicalclinic.com
Hopewell Clinic,info@hpeph.ca
Hopewell Clinic,info@hptherapy.ca
Rehab and Wellness Centre,info@hspharmacy.ca
SaveonRX Pharmacy - Brampton - Howden St,info@hubbardpharmacy.ca
Dental Clinic,info@hullmarkmedicalclinic.com
High Performance Rehabilitation Center,info@huntfootcare.com
Health Solutions Pharmacy,info@huroniatravelclinic.com
Hullmark Medical Clinic,info@hvcc.ca
London Foot Specialists,info@icanmove.ca
Ingersoll Foot and Ankle Clinic,info@idadonmills.com
Huronia Travel Clinic,info@idapharmacy.com
Hillcrest Village Care Centre,info@idealchiropracticbarrie.com
Sian Owen Physiotherapy,info@ildertonmedicalpharmacy.ca
Don Mills Pharmacy,info@immigranthealth.info
Don Mills Pharmacy,info@inbalancechiropractic.ca
Greenbank Hunt Club IDA Compounding Pharmacy,info@infinityhealthcentre.com
Ideal Chiropractic,info@ingersollseniors.com
Ilderton Medical Pharmacy,info@inmedicpain.com
Immigrant Women's Health Centre,info@innercityfht.ca
In Balance Chiropractic and Acupuncture Clinic,info@innovahc.ca
Infinity Health Centre - Toronto - Lower Simcoe St,info@innovaphysio.ca
InMedic Pain Management Centre - London,info@integratedhealthcentre.ca
Inner City Family Health Team - Toronto - 69 Queen St E,info@integrateottawa.ca
Innova Health Clinic - Downtown - Hamilton - Main St W,info@intrepidgroup.com
Innova Physio and Sports Rehab,info@intrepidpharmacy.com
Innova Physio and Sports Rehab,info@intunechiro.ca
Integrated Health Centre,info@irelandmpt.com
Integrate - Healthcare Collective,info@isomatic.ca
Intrepid Pharmacy,info@jacknathanhealth.com
Ireland Manual Physiotherapy,info@jamessnowmedicalcentre.ca
ISOMATIC Integrative Health Centre,info@jarlette.com
Malton Medical Centre,info@jefferspharmacy.com
Doctor's Office Walk-in Clinic - Burlington (Walmart Supercentre),info@jennaspharmacy.ca
James Snow Medical Centre - Medical Walk-In Clinic,info@jnh.ca
James Snow Pharmacy,info@jointrehab.ca
Guardian Pharmacy - Orangeville - Elizabeth St (Jeffers),info@justfeet.net
Jennas Pharmacy,info@kchc.ca
Hamilton Family Foot Care Clinic,info@kensingtonhealth.org
Advanced Foot Care,info@kerrmedical.ca
Blood Pressure Clinics,info@keswickadvancedimaging.com
Dental Health,info@kidspeech.ca
KIDSPEECH,info@kimcphysio.ca
KIDSPEECH,info@kingmedicalpharmacy.com
KIDSPEECH,info@kingstonmri.com
KIDSPEECH,info@kingstonxray.com
Kingston Injury Management Centre,info@kingswaylodge.com
King Medical Pharmacy - Hamilton - King St W,info@kingswaymedical.ca
Kingsway Lodge Long-Term Care,info@kirstensfootcare.ca
Kingsway X-Ray and Ultrasound,info@kmhlabs.com
KMH Cardiology Centres - Mississauga,info@knfht.ca
KMH Cardiology Centres - Toronto - Avenue Rd,info@kwfc.ca
KMH Cardiology Centre - St Catharines,info@kwmedicineshoppe.ca
KMH Cardiology Centres - Kitchener,info@kwpharmacy.ca
Bobcaygeon Site,info@kwuniversitypharmacy.ca
Kawartha North Family Health Team,info@kylefoot-orthotics.com
Kingston West Family Chiropractic,info@labdara.ca
Kyle Foot and Orthotics Clinic,info@lafht.ca
Labdara Lithuanian Nursing Home,info@lakecountryphysio.com
Labdara Lithuanian Nursing Home,info@lakelandsfht.ca
Leamington and Area Family Health Team,info@lalondephysio.com
Lake Country Physiotherapy,info@lanarkcounty.ca
Denbigh Site,info@lancasterwellnesspharmacy.com
Lakelands Family Health Team,info@lasallewalkinclinic.ca
Lalonde Physio,info@lasos.ca
Lanark Lodge - Long-Term Care Home,info@leedspharmacy.ca
Guardian Pharmacy - Lancaster Wellness Pharmacy,info@leonpharmacy.ca
Lasalle Medical Walk-in Clinic - Sudbury,info@lifeafterfifty.ca
Centreville - Foot Care Clinic,info@lightspeedrehab.com
Amherstview - Foot Care Clinic,info@lindsayultrasoundxray.ca
Leeds Pharmacy,info@lockwoodclinic.com
Prince Theodore Group of Pharmacies - Oakville - Kerr St (Leon Pharmacy),info@londonphysicaltherapyclinic.com
Foot Care Clinics,info@londonrehab.ca
Lightspeed Rehabilitation,info@loyalistfamilyphysio.com
Lindsay Ultrasound and X-Ray,info@lswmc.com
London Physical Therapy Clinic,info@lxa.on.ca
London X-Ray Associates - London - Boler Rd,info@mahc.ca
London X-Ray Associates - London - Dundas St,info@maindrugmartcompounding.com
Huntsville District Memorial Hospital Site,info@mainstreethealth.ca
South Muskoka Memorial Hospital Site,info@mainstreetmedicalpharmacy.ca
X-Ray Services,info@majormacmedical.ca
Main Drug Mart - North York - 1333 Sheppard Ave E,info@makewayforme.com
Main Drug Mart - North York - 1333 Sheppard Ave E,info@manualconceptspt.com
Main Street Health,info@maplecarephysiotherapy.com
Major Mackenzie Medical Centre - Walk-in and Family Practice,info@mapledrugmart.com
Make Way For Me - Occupational Therapy for Children and Youth,info@mapleparklodge.com
Manual Concepts Physiotherapy,info@markhamfht.com
Guardian Pharmacy - Scarborough - 2645 Lawrence Ave (Maple Drug Mart),info@marsdenwellnesscentre.com
Maple Park Lodge,info@massagemidland.ca
Markham Family Health Team - Church St,info@matlismedical.com
Markham Family Health Team - Cornell Site,info@mavisclinic.com
Markham Family Health Team - Main St Site,info@mclauchlinwellnessclinic.com
Therapeutic Massage in Midland,info@mdmpharmacy.com
Matlis Medical,info@medcentrehealth.com
Mavis Walk-In Clinic and Family Practice,info@medexhealthservices.com
McLauchlin Wellness Clinic,info@medicalpharmacies.com
Markham McNicoll Urgent Care Centre (MMUCC) - Walk-in Clinic and Urgent Care,info@medicalplacepharmacy.ca
MedEx Health Services,info@medicaltree.ca
Medical Pharmacy,info@medicaltrustclinics.com
Medical Pharmacies Group - Ottawa - Carling Ave,info@medicentres.com
Medical Pharmacy - Oshawa - King St E,info@medifeetclinic.ca
Medical Tree - Walk-In Clinic and virtual in-home consults,info@medimagediagnostic.com
Medical Trust Clinic,info@medimaging.ca
MediFeet Clinic and Orthotics Centre - Mississauga North (Streetsville),info@medipack.org
MediFeet Clinic and Orthotics Centre - Mississauga South (Clarkson),info@mediservepharmacy.com
Med Image Diagnostic Centre - Scarborough,info@medsportottawa.com
Medical Imaging Embrun-Casselman - Casselman,info@meridiamedical.com
MediPack - Free Medication Delivery Service,info@meridianspineandsport.ca
Mediserve Pharmacy,info@midlandxrayandultrasound.com
Medsport Ottawa,info@midtownpharmacy.ca
Medsport Ottawa,info@millenniumtrailmanor.com
Meridia Medical,info@millerhealth.ca
Meridian Spine and Sport,info@miltonbackdoc.com
Midland Ellesmere Xray and Ultrasound,info@miltonfamilycarecenter.com
Midtown Medical Pharmacy,info@miltonlaurierclinic.com
Millennium Trail Manor,info@misiway.ca
MiltonBackDoc,info@mississaugafootclinic.com
Primary Care Clinic,info@mississaugaurgentcareclinic.com
Mississauga Foot Clinic,info@mlxrayultrasound.com
Mississauga Foot Clinic,info@mmimaging.com
Mississauga Foot Clinic,info@mobilrx.com
Mississauga Foot Clinic,info@momentumphysiotherapy.ca
Mississauga Urgent Care Clinic,info@momentumtherapy.ca
Markham-Lawrence X-Ray and Ultrasound - Scarborough,info@momiji.on.ca
Merivale Medical Imaging,info@monsheong.org
MobilRx Pharmacy,info@morellispharmacy.com
Mon Sheong Foundation - Mon Sheong Home for the Aged,info@moretolifekingston.com
Guardian Pharmacy - Oakville - Dundas St E,info@motionfitrehab.com
Guardian Pharmacy - Oakville - Wyecroft Rd,info@motionmatters.ca
Guardian Pharmacy - Oakville - Cornwall Rd,info@multiservicecentre.com
More to Life Massage Therapy,info@mulvihilldrugmart.com
Foot Care,info@mushkiki.com
Mulvihill Drug Mart - Pembroke - Pembroke St W,info@muskokamassageworks.com
Mulvihill Drug Mart - Pembroke - Pembroke St E,info@mydoctornow.ca
Anishnawbe Mushkiki,info@myfamilypractice.ca
Immunization Clinic,info@myhealthcentre.ca
MyHealth Centre - Simcoe,info@mytravelclinic.com
MyHealth Centre - Sudbury Lasalle - X-ray and Ultrasound,info@nationalpharmacy.ca
MyHealth Centre - Sudbury Long Lake - X-ray and Ultrasound,info@naturaltouchrehab.ca
MyHealth Centre - Toronto - Coxwell Ave (East York) - Bone Mineral Density and Ultrasound,info@nbregionalpharmacy.ca
Islington Medical Centre and Travel Clinic,info@ncmanor.com
Islington Medical Centre and Travel Clinic,info@neilsonpharmacy.ca
National Pharmacy - Scarborough,info@neurogymrehab.com
GLA:D Canada - Natural Touch Rehabilitation Centre - Brampton,info@newetownepharmacy.com
Fares Health Group Pharmacy - North Bay,info@newhorizonsrehab.com
North Centennial Manor - Kapuskasing,info@newmarketfootcentre.com
Guardian Pharmacy - Mississauga - Credit Valley Rd,info@newmarketrehab.com
NeuroGym Rehabilitation,info@nfht.ca
Grice Chiropractic and Associates,info@nhh.ca
Cobourg Health Centre,info@niggv.on.ca
Cobourg Medical Centre - Burnham St Site,info@nisbetlodge.com
Emergency Department,info@nixonfamilymedical.com
Northumberland Hills Hospital,info@noelvillepharm.ca
Community Mental Health Services - Walk-In Counselling Clinic,info@normandymedical.ca
Niagara Ina Grafton Gage Village,info@northgatepharmacy.ca
Nisbet Lodge,info@northhastingsfht.ca
Pharmacie Noelville Pharmacy,info@northsimcoephysio.com
Normandy Medical Clinic,info@northwhitbyphysio.com
Northgate Pharmacy,info@NorthYorkMedical.com
Manor Lane location,info@novacare.ca
North Simcoe Physiotherapy,info@novohealthnet.com
North Whitby Physiotherapy and Sports Injury Clinic,info@npfht.ca
North York Medical Centre,info@nrio.ca
North York Medical Centre,info@nsfht.ca
PharmaChoice - Windsor - Walker Rd (Novacare),info@nutrichem.com
Novo Healthnet - Vaughan - Head Office,info@nyfht.com
North York Family Health Team,info@nymg.ca
220 Duncan Mill Rd Site - North York Doctors,info@nymr.ca
Yonge St Site,info@oakcitypharmacy.com
70 Provost Dr - Discovery Family Health Team,info@oakmed.ca
2901 Bayview Ave Site,info@oakvillagemedical.com
240 Duncan Mill Rd Site - North York Medical Group,info@oakvillemedical.com
North York Medical Rehabilitation,info@oakvillepediatrics.com
Oak City Pharmacy,info@oakwoodparklodge.com
OakMed Family Health Team,info@oasishealth.ca
Iroquois Ridge Medical & Dermal - Oakville - Dundas St,info@ocphysio.com
Pediatric Urgent Care - Oakville,info@oldeforge.ca
Oakwood Park Lodge,info@oltca.com
Oasis Family Health Centre,info@omiclinics.ca
Ontario Medical Imaging - Richmond Hill (Chalmer's Gate X-Ray and Ultrasound),info@onecaremedicalclinic.com
Ontario Medical Imaging - Georgetown,info@onecaresupport.ca
Foot Care,info@onekidsplace.ca
Foot Care,info@onestepaheadmobility.com
Foot Care,info@ongwanada.com
Lucknow,info@ontariofinnishresthome.ca
Physiotherapy,info@onyxrx.com
One Step Ahead Mobility Physiotherapy,info@optimalfunction.ca
Radiology Services,info@orchardterracecarecentre.ca
Pharmacy,info@orchidprodna.ca
Mauno Kaihla Koti Nursing Home,info@orthodynamicspc.com
Onyx Urgent Care - Kitchener,info@oscc.ca
Optimal Function - Physiotherapy,info@osfht.ca
Orchard Terrace Care Centre,info@oshawaphysio.com
Orchid PRO-DNA,info@otcclinic.com
Foot Care,info@ottawabirthcentre.ca
Owen Sound Family Health Team,info@ovfht.ca
Oshawa Physiotherapy and Rehabilitation Centre,info@owcs.ca
Oakville Town Medical Clinic - Walk-in Clinic and Family Practice,info@oxfordmedicalimaging.ca
Ottawa Birth and Wellness Centre,info@oxfordwalkinclinic.com
Ottawa Valley Family Health Team,info@pace-cardiology.com
Ottawa West Community Support - Foot Care,info@pacefootclinic.com
Oxford Medical Imaging (Kitchener - Belmont Ave),info@pacepharmacy.com
Oxford Medical Imaging (Kitchener - Belmont Ave),info@paramed.com
Oxford Walk-In Clinic,info@parklawnphysio.ca
PACE (Partners in Advanced Cardiac Evaluation) - Barrie,info@parksidemedical.ca
Pace Foot Clinic,info@parkviewmeadows.ca
Pace Pharmacy - Downtown,info@parkwoodpharmacy.ca
Wellness and Influenza,info@parrysoundactiverehab.ca
Park Lawn Physiotherapy,info@partnersphysio.ca
Parkside Medical Clinic,info@paywandMedicalCentre.com
Gardenview Long Term Care Home,info@pccfht.ca
Partners Physiotherapy Service,info@peachphysio.ca
Paywand Medical Centre - Walk-in Clinic and Family Practice,info@peakfamilymedical.com
PrimaCare Community Family Health Team,info@pediatricurgentcare.ca
St George Site,info@perthfamilyhealth.com
Ayr Site,info@perthphysiotherapy.ca
Perth Family Health Centre - Perth Chiropractic - Perth Massage Therapy,info@peterboroughfht.com
Greater Peterborough Family Health Organization - Brookdale Family Clinic,info@peterboroughpublichealth.ca
Greater Peterborough Family Health Organization - Alexander Medical Building,info@pharmacvivapharmacy.com
Greater Peterborough Family Health Organization - Medical Arts Building,info@pharmaessence.ca
Greater Peterborough Family Health Organization - Millbrook Medical Centre,info@pharmasavebramcentre.com
Clinical Services,info@pharmasavebramnorth.com
Infectious Diseases and Immunization,info@pharmasavecentral.com
Pharma Viva Pharmacy - Thorold,info@pharmasavecollegemanor.com
PharmaEssence Drug Mart,info@pharmasavecourtland.com
Pharmasave - Brampton - Hurontario St (Bramcentre),info@pharmasavedriftwood.com
Pharmasave - Brampton - Dewside Dr (BramNorth),info@pharmasavethemedicalpharmacy.com
Pharmasave - Central Pharmacy,info@pharmasavethetannery.com
Pharmasave - Newmarket (College Manor),info@pharmasavewestbram.com
Pharmasave - Courtland Pharmasave,info@pharmasavewestdale.com
Pharmasave - Driftwood Pharmasave,info@pharmasense.ca
Pharmasave - North York - Bathurst St,info@pharmashielddispensary.com
Pharmasave - Tannery Pharmasave (The),info@physionorth.ca
Pharmasave - Mississauga - 1151 Dundas St W,info@physioplantagenet.com
PharmaSense - Oakville - Westoak Trails Blvd,info@physiosportscare.com
Pharmashield Dispensary - Niagara Falls,info@physiostudio.ca
PhysioNorth - OHIP Insured Physiotherapy Clinic,info@physiotherapykingston.ca
Physioth??rapie Plantagenet Physiotherapy,info@physiovive.com
Physio Sports Care Centre,info@physiowell.ca
PhysioVive - Physiotherapy and Massage Clinic,info@pillarsofwellness.ca
Physio Wellness,info@pinpointhealth.ca
Physio Wellness,info@plainsviewphysio.ca
Physiotherapy Wellness (Jane),info@plattsvillepharmacy.com
Physiotherapy Wellness (Jane),info@portagemedicalfht.ca
Guardian Pharmacy - Plattsville,info@portperryphysio.ca
4725 Dorchester Rd,info@precisionfootcare.ca
Portage Medical Family Health Team,info@prhc.on.ca
Diagnostic Imaging,info@primecarepharmacy.ca
Emergency Department,info@prismeye.ca
The Women's Health Care Centre,info@proactivepharmacy.ca
Retail Pharmacy,info@proactiverehab.com
Prime Care Pharmacy - Guelph,info@procare-pharmacy.com
ProActive Rehab & Sport Injury Centre,info@progresscentremedical.com
Procare Pharmacy - North York,info@progressphysio.com
Procare Pharmacy - Etobicoke,info@promedrehab.ca
Progress Centre Medical - Pharmacy and Clinic,info@provaxtravelclinic.com
Progress Centre Medical - Pharmacy and Clinic,info@providence.on.ca
Promed Physiotherapy and Rehab Centre,info@providencecare.ca
Promed Physiotherapy and Rehab Centre,info@prvhc.com
Provax Travel and Immunization Clinic,info@ptboclinic.com
Houses of Providence,info@pulseucc.com
Perley and Rideau Veterans' Health Centre (The) - Ottawa - Russell Rd - The Perley Rideau Seniors' Village: The Future of Caring,info@pursuithealth.ca
Peterborough Clinic (The),info@pwatoronto.org
Toronto People With AIDS Foundation,info@qfht.ca
Toronto People With AIDS Foundation,info@qhc.on.ca
Cardiology,info@qsmc.ca
Diagnostic Imaging,info@queenstreetpharmacy.com
Emergency Department,info@queensurgentcare.ca
In-Patient Pharmacy,info@queenwestphysio.ca
Queen and Spadina Medical Centre,info@quintechiropractic.com
Queen's Urgent Care and Medical Centre,info@quinterehab.com
Queen West Physiotherapy and Acupuncture,info@rainvillehealth.com
Quinte Chiropractic and Sports Injury Clinic,info@rapidsfhteam.ca
Laboratory Services,info@rccmassage.com
Rapids Family Health Team,info@reactivatemuskoka.com
Corunna Site,info@readyroomhealth.com
Laboratory Services,info@rebalancetoronto.com
Reactivate,info@reddendalepharmacy.ca
Reactivate,info@reflexmedical.net
Ready Room Health + Performance,info@rehab.plus
